STATE_NAME,PC_NAME,CANDIDATES NAME,SEX,AGE,CATEGORY,PARTY NAME,PARTY SYMBOL,GENERAL,POSTAL ,TOTAL,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,Total Electors,,
Karnataka,Chikkodi,JITENDRA SUBHASH NERLE,M,39,GEN,IND,Cup & Saucer,1414,0,1414,0.0980442461,0.1319651515,1442206,,
Karnataka,Chikkodi,BASAPPA KALLAPPA HANCHANAL,M,62,GEN,IND,Coconut,1744,0,1744,0.1209258594,0.162763242,1442206,,
Karnataka,Chikkodi,MAGADUM GOUSMOHIUDDIN ISMAIL MAGDUM,M,53,GEN,IND,Ceiling Fan,2624,0,2624,0.1819434949,0.2448914834,1442206,,
Karnataka,Chikkodi,MOHAN GURAPPA MOTANNAVAR,M,39,SC,IND,Auto- Rickshaw,3457,1,3458,0.2397715722,0.3227266576,1442206,,
Karnataka,Chikkodi,SHRINIK ANNASAHEB JANGATE,M,34,GEN,IND,Batsman,3622,0,3622,0.2511430406,0.3380323753,1442206,,
Karnataka,Chikkodi,None of the Above,,,,NOTA,NOTA,10289,0,10289,0.7134209676,0.9602471313,1442206,,
Karnataka,Belgaum,ANGADI SURESH CHANNABASAPPA,M,58,GEN,BJP,Lotus,553802,615,554417,35.0698180461,51.3834362083,1580895,,
Karnataka,Belgaum,BAGWAN NASIR PAPULSAB,M,56,GEN,JD(S),A lady farmer carrying paddy on her head,5477,0,5477,0.3464493214,0.5076090382,1580895,,
Karnataka,Belgaum,RAMESH G KADALASKAR,M,52,SC,BSP,Elephant,3534,1,3535,0.2236075135,0.3276242377,1580895,,
Karnataka,Belgaum,LAXMI R. HEBBALKAR,F,39,GEN,INC,Hand,478374,183,478557,30.271270388,44.3527220152,1580895,,
Karnataka,Belgaum,ANGADI MUTTAPPA CHANNASANGAPPA,M,39,GEN,AAAP,Broom,8513,11,8524,0.5391882446,0.7900053754,1580895,,
Karnataka,Belgaum,DAYANAND GURUPUTRAYYA CHIKKAMATH,M,48,GEN,SP,Bicycle,1261,0,1261,0.0797649433,0.1168696361,1580895,,
Karnataka,Belgaum,ANTAKKANAVAR PARAPPA SHANKAREPPA,M,40,GEN,IND,Ceiling Fan,775,0,775,0.0490228636,0.071827096,1580895,,
Karnataka,Belgaum,KHANAGOUDAR S B,M,63,GEN,IND,Pot,920,0,920,0.0581948833,0.0852657139,1580895,,
Karnataka,Belgaum,DR. GAONKAR RAJMAHENDRA SAKHARAM,M,56,GEN,IND,BUCKET,781,0,781,0.0494023955,0.0723831767,1580895,,
Karnataka,Belgaum,MAJUKAR HANMANT KRISHANA,M,42,GEN,IND,Cup & Saucer,1187,0,1187,0.0750840505,0.110011307,1580895,,
Karnataka,Belgaum,MOHAN YALLAPPA MORE,M,33,GEN,IND,Almirah,1458,0,1458,0.0922262389,0.1351276205,1580895,,
Karnataka,Belgaum,S. P. RATHOD,M,46,SC,IND,Battery Torch,1757,0,1757,0.111139576,0.1628389776,1580895,,
Karnataka,Belgaum,RAMAPPA (RAMCHANDRA) MAREPPA CHALAWADI,M,72,SC,IND,Sewing Machine,3468,0,3468,0.2193694078,0.3214146694,1580895,,
Karnataka,Belgaum,SANTOSH MANOHAR BAVADEKAR,M,34,GEN,IND,Air Conditioner,1656,0,1656,0.1047507899,0.153478285,1580895,,
Karnataka,Belgaum,SANTOSH M. SHET @ RAIKAR,M,35,GEN,IND,Telephone,3246,0,3246,0.2053267295,0.3008396819,1580895,,
Karnataka,Belgaum,None of the Above,,,,NOTA,NOTA,11507,2,11509,0.7280053387,1.0666555451,1580895,,
Karnataka,Bagalkot,AJAY KUMAR SARNAIK,M,57,GEN,INC,Hand,454846,142,454988,29.0053823935,42.1549043661,1568633,,
Karnataka,Bagalkot,Y.C KAMBLE,M,35,SC,BSP,Elephant,7370,0,7370,0.469835838,0.6828348114,1568633,,
Karnataka,Bagalkot,GADDIGOUDAR PARVTAGOUDA CHANDANAGOUDA,M,61,GEN,BJP,Lotus,571200,348,571548,36.4360561075,52.9542565532,1568633,,
Karnataka,Bagalkot,HUNASHYAL RAVI,M,50,GEN,JD(S),A lady farmer carrying paddy on her head,7236,1,7237,0.4613571179,0.6705122836,1568633,,
Karnataka,Bagalkot,KANABUR SADASHIV SIDAMALLAPPA,M,41,GEN,JD(U),Arrow,1180,0,1180,0.0752247339,0.1093276903,1568633,,
Karnataka,Bagalkot,KAZI KUTUBUDDIN,M,54,GEN,AAAP,Broom,2000,4,2004,0.1277545481,0.1856717723,1568633,,
Karnataka,Bagalkot,MAHESH BASAPPA NANDIHAL,M,36,GEN,KAP,Batsman,813,0,813,0.0518285667,0.0753249256,1568633,,
Karnataka,Bagalkot,AJJODI BHEEMAPPA DHOOLAPPA,M,33,GEN,IND,Whistle,993,1,994,0.0633672758,0.0920946815,1568633,,
Karnataka,Bagalkot,NAGAPPA PAKKIRAPPA SHIRAGUPPI,M,45,GEN,IND,BUCKET,1194,0,1194,0.0761172307,0.1106247985,1568633,,
Karnataka,Bagalkot,PARASHURAM MANASING RATHOD,M,38,SC,IND,Shuttle,3897,0,3897,0.2484328712,0.3610593297,1568633,,
Karnataka,Bagalkot,MUTTAPPA MUDAKAPPA HIREKUMBI,M,41,GEN,IND,Ceiling Fan,2037,0,2037,0.1298582906,0.1887292416,1568633,,
Karnataka,Bagalkot,VASANAGOUDA NINGANAGOUDA BHANDI,M,51,GEN,IND,Diesel Pump,4325,0,4325,0.2757177746,0.4007137801,1568633,,
Karnataka,Bagalkot,SHANKAR BIDARI,M,61,GEN,IND,Auto- Rickshaw,10950,9,10959,0.6986337786,1.015357761,1568633,,
Karnataka,Bagalkot,None of the Above,,,,NOTA,NOTA,10764,0,10764,0.6862025726,0.9972908969,1568633,,
Karnataka,Bijapur,PRAKASH RATHOD,M,53,SC,INC,Hand,401936,2,401938,24.7706970452,41.5741877561,1622635,,
Karnataka,Bijapur,RAMESH JIGAJINAGI,M,64,SC,BJP,Lotus,471738,19,471757,29.0735131437,48.7958692466,1622635,,
Karnataka,Bijapur,K SHIVRAM,M,61,SC,JD(S),A lady farmer carrying paddy on her head,57550,1,57551,3.5467619027,5.9527491293,1622635,,
Karnataka,Bijapur,SUDHAKAR KANAMADI,M,59,SC,BSP,Elephant,2818,0,2818,0.1736681386,0.2914779421,1622635,,
Karnataka,Bijapur,BHAGWAN DHARMANNA KAMBALE,M,64,SC,RPI(A),Sewing Machine,1340,0,1340,0.0825817266,0.1386020023,1622635,,
Karnataka,Bijapur,SHRIKANT DEVENDRAPPA ARAKERI,M,46,SC,KAP,Batsman,1930,0,1930,0.1189423376,0.199628257,1622635,,
Karnataka,Bijapur,SHRIDHAR NARAYANKAR,M,34,SC,AAAP,Broom,4716,1,4717,0.2907000034,0.4878997349,1622635,,
Karnataka,Bijapur,RAVI (RAJESH) Y VALLYAPUR,M,42,SC,IND,Stethoscope,1283,0,1283,0.0790689218,0.1327062455,1622635,,
Karnataka,Bijapur,RAJU SHRIMANT PADAGANUR,M,36,SC,IND,Ceiling Fan,1422,0,1422,0.0876352353,0.1470836173,1622635,,
Karnataka,Bijapur,RUDRESH DAYAPPA DODAMANI,M,50,SC,IND,Diesel Pump,2259,0,2259,0.1392180004,0.2336581516,1622635,,
Karnataka,Bijapur,SATISH ASANGIHAL,M,26,SC,IND,Pot,2194,0,2194,0.1352121703,0.2269349202,1622635,,
Karnataka,Bijapur,SIDDAPPA B GANJI,M,61,SC,IND,Telephone,2691,0,2691,0.165841363,0.2783417822,1622635,,
Karnataka,Bijapur,HANMANT MOTHER-BASALINGAVVA HOLER,M,32,SC,IND,Battery Torch,2775,0,2775,0.1710181279,0.2870302659,1622635,,
Karnataka,Bijapur,HUNNUR MARAGANNA MALAPPA,M,56,SC,IND,Table,3795,0,3795,0.2338788452,0.3925332826,1622635,,
Karnataka,Bijapur,None of the Above,,,,NOTA,NOTA,8287,0,8287,0.5107125139,0.8571602932,1622635,,
Karnataka,Gulbarga,D.G. SAGAR,M,57,SC,JD(S),A lady farmer carrying paddy on her head,15688,2,15690,0.911155117,1.5720103999,1721990,,
Karnataka,Gulbarga,MALLIKARJUN KHARGE,M,72,SC,INC,Hand,506975,218,507193,29.4538876532,50.8166138155,1721990,,
Karnataka,Gulbarga,DANNI MAHADEV B.,M,49,SC,BSP,Elephant,11426,2,11428,0.6636507761,1.1449926609,1721990,,
Karnataka,Gulbarga,REVUNAIK BELAMAGI,M,73,SC,BJP,Lotus,432175,285,432460,25.1139669801,43.3289749871,1721990,,
Karnataka,Gulbarga,B.T.LALITHA NAIK,F,68,SC,AAAP,Broom,9070,4,9074,0.5269484724,0.909141005,1721990,,
Karnataka,Gulbarga,S.M. SHARMA,M,30,SC,SUCI,Glass Tumbler,4942,1,4943,0.2870516089,0.4952484007,1721990,,
Karnataka,Gulbarga,SHANKAR JADHAV,M,52,SC,BHPP,Battery Torch,2877,0,2877,0.167074141,0.2882520026,1721990,,
Karnataka,Gulbarga,RAMU,M,47,SC,IND,Almirah,4085,0,4085,0.2372255356,0.4092837784,1721990,,
Karnataka,Gulbarga,None of the Above,,,,NOTA,NOTA,9887,1,9888,0.5742193625,0.9906971851,1721990,,
Karnataka,Raichur,D.B.NAYAK,M,62,ST,JD(S),A lady farmer carrying paddy on her head,21701,5,21706,1.3063265299,2.2399465038,1661606,,
Karnataka,Raichur,B.V.NAYAK,M,48,ST,INC,Hand,443533,126,443659,26.7006137436,45.7833053503,1661606,,
Karnataka,Raichur,RAJA THIMAPPA NAYAK,M,74,ST,BSP,Elephant,12252,2,12254,0.7374792821,1.264549178,1661606,,
Karnataka,Raichur,ARAKERA SHIVANAGOUDA NAYAK,M,37,ST,BJP,Lotus,441926,234,442160,26.610399818,45.6286163331,1661606,,
Karnataka,Raichur,M NAGARAJ,M,29,ST,CPIM,Saw,6938,0,6938,0.4175478423,0.7159655783,1661606,,
Karnataka,Raichur,BHAGAVANTAPPA,M,62,ST,LSP,Whistle,2881,0,2881,0.1733864707,0.297304242,1661606,,
Karnataka,Raichur,BHIMARAYA JARADABANDI,M,62,ST,AAAP,Broom,4232,2,4234,0.2548137164,0.4369268173,1661606,,
Karnataka,Raichur,MARUTI,M,38,ST,NDEP,Kite,3618,0,3618,0.2177411492,0.3733588156,1661606,,
Karnataka,Raichur,RANGANAYAK,M,33,ST,PPOI,Television,4934,1,4935,0.2970018163,0.5092663778,1661606,,
Karnataka,Raichur,K SOMASHEKAR YADGIRI,M,48,ST,SUCI,Glass Tumbler,6788,0,6788,0.4085204314,0.7004863571,1661606,,
Karnataka,Raichur,CHINNAYYA NAYAK,M,46,ST,IND,Sewing Machine,6540,0,6540,0.3935951122,0.6748940447,1661606,,
Karnataka,Raichur,None of the Above,,,,NOTA,NOTA,13170,6,13176,0.7929677673,1.359694791,1661606,,
Karnataka,Bidar,N. DHARAM SINGH,M,78,GEN,INC,Hand,366991,77,367068,22.9279645613,38.109021444,1600962,,
Karnataka,Bidar,BANDEPPA KHASHEMPUR,M,50,GEN,JD(S),A lady farmer carrying paddy on her head,58716,12,58728,3.668294438,6.0971444293,1600962,,
Karnataka,Bidar,BHAGWANTH KHUBA,M,46,GEN,BJP,Lotus,459044,246,459290,28.6883761139,47.6835149319,1600962,,
Karnataka,Bidar,SHANKAR BHAYYA,M,66,SC,BSP,Elephant,15076,3,15079,0.9418711999,1.5655026708,1600962,,
Karnataka,Bidar,ABDUL HAMEED FARAAN,M,72,GEN,WPOI,Ceiling Fan,3747,0,3747,0.2340467794,0.3890137613,1600962,,
Karnataka,Bidar,GOVIND,M,37,GEN,SP,Bicycle,1427,0,1427,0.0891339082,0.1481512243,1600962,,
Karnataka,Bidar,CHANDRAKANT,M,54,GEN,AAAP,Broom,4540,0,4540,0.2835794978,0.4713430682,1600962,,
Karnataka,Bidar,RAMESH GAYKAWAD,M,44,GEN,ANC,Candles,1976,0,1976,0.1234257902,0.2051484367,1600962,,
Karnataka,Bidar,RAMANNA,M,49,SC,HJP,Cup & Saucer,1378,0,1378,0.0860732485,0.1430640414,1600962,,
Karnataka,Bidar,SHRAVANA S.BHANDE MUNGANAL,M,47,GEN,RSPS,Cauliflower,2862,0,2862,0.178767516,0.2971330091,1600962,,
Karnataka,Bidar,SYED WAHEED,M,46,GEN,BMUP,Cot,1302,0,1302,0.0813261027,0.1351737169,1600962,,
Karnataka,Bidar,HATTARKI YASHWANTHRAO SHIVARAYA,M,52,GEN,BHPP,Battery Torch,1414,0,1414,0.0883218965,0.1468015635,1600962,,
Karnataka,Bidar,ISMAIL ZABI ULLAH,M,52,GEN,IND,Pen Nib with Seven Rays,5818,0,5818,0.3634065018,0.6040251037,1600962,,
Karnataka,Bidar,KALLALING HUGAR NELOGI,M,51,GEN,IND,Electric Pole,2307,0,2307,0.1441008594,0.2395128763,1600962,,
Karnataka,Bidar,NAGANATH PATIL,M,47,GEN,IND,Bread,2204,0,2204,0.1376672276,0.2288194102,1600962,,
Karnataka,Bidar,PRABHU,M,47,GEN,IND,Carrom Board,5097,0,5097,0.3183710794,0.5291708411,1600962,,
Karnataka,Bidar,BALBHEEM VEERAPPA UNNE,M,44,GEN,IND,CALCULATOR,7118,0,7118,0.4446076796,0.7389911805,1600962,,
Karnataka,Bidar,BABU PASHA,M,43,GEN,IND,Diesel Pump,2869,0,2869,0.1792047531,0.2978597495,1600962,,
Karnataka,Bidar,MACHENDAR,M,50,GEN,IND,Black Board,4379,0,4379,0.2735230443,0.4546280387,1600962,,
Karnataka,Bidar,MIRZA SHAFEE BAIG,M,32,GEN,IND,BELT,1462,0,1462,0.0913200938,0.1517849264,1600962,,
Karnataka,Bidar,MOHAMMED RAFIQ,M,38,GEN,IND,School Bag,2095,0,2095,0.1308588211,0.2175030238,1600962,,
Karnataka,Bidar,SHAMALA.M.UDANOOR,F,42,GEN,IND,Pot,1259,0,1259,0.0786402176,0.1307094544,1600962,,
Karnataka,Bidar,SIDDARAMAPPA NAGAPPA KARABASTI CHINCHANSOOR,M,51,GEN,IND,Balloon,1742,0,1742,0.1088095782,0.1808545429,1600962,,
Karnataka,Bidar,SUBHASH BHIMSHA SINDANKERA,M,30,SC,IND,Dish Antenna,1406,0,1406,0.0878221969,0.1459710031,1600962,,
Karnataka,Bidar,None of the Above,,,,NOTA,NOTA,2816,1,2817,0.175956706,0.2924611064,1600962,,
Karnataka,Koppal,KARADI SANGANNA AMARAPPA,M,59,GEN,BJP,Lotus,486188,195,486383,31.6840216142,48.2796785477,1535105,,
Karnataka,Koppal,BASAVARAJ HITNAL,M,66,GEN,INC,Hand,453873,96,453969,29.5725048124,45.0621781408,1535105,,
Karnataka,Koppal,SYED  ARIF,M,47,GEN,BSP,Elephant,9529,0,9529,0.620739298,0.9458740476,1535105,,
Karnataka,Koppal,THIMMAPPA UPPAR,M,47,GEN,BDBRAJP,Balloon,2459,0,2459,0.1601844825,0.2440869223,1535105,,
Karnataka,Koppal,NAZEER HUSSAIN,M,46,GEN,RKSP,Camera,2129,0,2129,0.1386875816,0.211330239,1535105,,
Karnataka,Koppal,COM I:- D H PUJAR,M,48,SC,CPIM,Saw,2635,1,2636,0.1717146384,0.2616564161,1535105,,
Karnataka,Koppal,BHARADWHAJA,M,67,GEN,CPI(ML)(L),Flag with Three Stars,2089,0,2089,0.1360818967,0.2073597319,1535105,,
Karnataka,Koppal,RAMESH KOTI,M,43,SC,RPI(A),Sewing Machine,1867,0,1867,0.1216203452,0.1853234177,1535105,,
Karnataka,Koppal,K. M. RANGANATHREDDY,M,57,GEN,SP,Bicycle,2305,0,2305,0.1501525954,0.2288004701,1535105,,
Karnataka,Koppal,SHIVAKUMAR NAVALISIDDAPPA TONTAPUR,M,48,GEN,AAAP,Broom,3422,3,3425,0.2231117741,0.3399746682,1535105,,
Karnataka,Koppal,ANOJIRAO G,M,38,SC,IND,BUCKET,2011,1,2012,0.1310659531,0.1997165058,1535105,,
Karnataka,Koppal,V. GOVINDA,M,49,SC,IND,Pen Nib with Seven Rays,6300,0,6300,0.4103953801,0.6253548641,1535105,,
Karnataka,Koppal,GOVINDHAREDDY PACHARALLI,M,37,GEN,IND,Ceiling Fan,2839,0,2839,0.1849384895,0.2818067395,1535105,,
Karnataka,Koppal,NAGAPPA. G.  KARATAGI,M,59,GEN,IND,Carrot,2894,0,2894,0.1885213064,0.2872661868,1535105,,
Karnataka,Koppal,B.MANOHARA HANUMANTAPPA,M,58,GEN,IND,Table Lamp,4433,0,4433,0.2887750349,0.4400314464,1535105,,
Karnataka,Koppal,SURESH,M,33,GEN,IND,Pot,8292,0,8292,0.5401584908,0.8230861163,1535105,,
Karnataka,Koppal,None of the Above,,,,NOTA,NOTA,12945,2,12947,0.8433950772,1.285153877,1535105,,
Karnataka,Bellary,R. RAVINAYAKA,M,49,ST,JD(S),A lady farmer carrying paddy on her head,12613,0,12613,0.8476791817,1.2059401132,1487945,,
Karnataka,Bellary,B. RAMUDU (ADDIGERI RAMANNA),M,55,ST,BSP,Elephant,4555,2,4557,0.3062613201,0.4356988104,1487945,,
Karnataka,Bellary,B. SREERAMULU,M,43,ST,BJP,Lotus,534213,193,534406,35.91570925,51.0950314847,1487945,,
Karnataka,Bellary,N.Y. HANUMANTAPPA,M,74,ST,INC,Hand,449155,107,449262,30.1934547312,42.9543381528,1487945,,
Karnataka,Bellary,A. DEVDAS,M,45,ST,SUCI,Glass Tumbler,8484,2,8486,0.5703167792,0.811353984,1487945,,
Karnataka,Bellary,DODDAMANI PRASAD,M,27,ST,CPI(ML)(L),Flag with Three Stars,2456,0,2456,0.1650598644,0.2348203376,1487945,,
Karnataka,Bellary,G. NATARAJA,M,44,ST,KAP,Batsman,1996,1,1997,0.13421195,0.1909349406,1487945,,
Karnataka,Bellary,COMRADE S. BHEEMAPPA,M,41,ST,CPIM,Saw,2042,0,2042,0.1372362554,0.1952374305,1487945,,
Karnataka,Bellary,MALAGI SHIVAKUMAR GIRIYAPPA,M,32,ST,AAAP,Broom,6034,4,6038,0.405794569,0.5772985335,1487945,,
Karnataka,Bellary,K. RAGHAVENDRA,M,33,ST,PPOI,Television,3497,4,3501,0.235290955,0.3347337141,1487945,,
Karnataka,Bellary,N.B. KRISHNAPPA NAYAKA,M,38,ST,IND,Bat,3885,3,3888,0.2612999808,0.3717351272,1487945,,
Karnataka,Bellary,N.R. MALLAYYA SWAMY,M,48,ST,IND,Ceiling Fan,5205,1,5206,0.3498785237,0.4977502758,1487945,,
Karnataka,Bellary,None of the Above,,,,NOTA,NOTA,11313,7,11320,0.7607808084,1.0823152367,1487945,,
Karnataka,Haveri,UDASI SHIVAKUMAR CHANNABASAPPA,M,47,GEN,BJP,Lotus,566454,336,566790,36.3618517157,50.7710746674,1558749,,
Karnataka,Haveri,RAVI  MENASINAKAI,M,53,GEN,JD(S),A lady farmer carrying paddy on her head,9804,10,9814,0.6296074609,0.8791039482,1558749,,
Karnataka,Haveri,SALEEM  AHMED,M,50,GEN,INC,Hand,479076,143,479219,30.7438208461,42.926769405,1558749,,
Karnataka,Haveri,HALAPPA  TIMMENAHALLI,M,62,GEN,BSP,Elephant,6227,2,6229,0.3996153326,0.557972131,1558749,,
Karnataka,Haveri,D PRASAD,M,52,SC,RPI(A),Sewing Machine,1489,1,1490,0.0955894759,0.1334690119,1558749,,
Karnataka,Haveri,BASAVANTEPPA HONNAPPA HULLATTI,M,44,ST,SJPA,Gas Cylinder,973,1,974,0.0624860064,0.0872475286,1558749,,
Karnataka,Haveri,H M SIRQUAZI,M,61,GEN,AAAP,Broom,1595,7,1602,0.1027747251,0.1435015819,1558749,,
Karnataka,Haveri,SURESH M.MUNDARGI,M,39,GEN,RCMP,CARPET,771,0,771,0.0494627422,0.0690634954,1558749,,
Karnataka,Haveri,KABBINAD VERABHADRAPPA VEERAPPA,M,67,GEN,IND,Diesel Pump,1224,0,1224,0.0785245091,0.1096416581,1558749,,
Karnataka,Haveri,KUBER VASANNA,M,61,GEN,IND,CALCULATOR,882,1,883,0.0566479914,0.0790960654,1558749,,
Karnataka,Haveri,GIRISHGOUDA C.BISTANAGOUDAR,M,28,GEN,IND,Ring,946,0,946,0.0606896941,0.0847393861,1558749,,
Karnataka,Haveri,CHANDRASHEKHARAYYA GURULINGAYYA KULKARNI,M,62,GEN,IND,Ceiling Fan,1312,2,1314,0.08429837,0.1177035447,1558749,,
Karnataka,Haveri,B.M.JAYADEV MATHAD,M,49,GEN,IND,Basket containing Fruits,2295,1,2296,0.1472976085,0.2056676855,1558749,,
Karnataka,Haveri,BIDARAGADDI  V.B,M,75,GEN,IND,Tent,3528,0,3528,0.2263353497,0.3160259557,1558749,,
Karnataka,Haveri,MEHABOOBKHAN  PATHAN,M,48,GEN,IND,Camera,2329,0,2329,0.1494146909,0.2086237105,1558749,,
Karnataka,Haveri,RUDRESH RAMANNA HADAGALI,M,51,GEN,IND,Envelope,7320,0,7320,0.4696073582,0.6557001121,1558749,,
Karnataka,Haveri,SHIDDAPPA KALLAPPA POOJAR,M,34,GEN,IND,Cauliflower,15656,0,15656,1.0043951913,1.4024099666,1558749,,
Karnataka,Haveri,SHIVAKUMAR  TALAWAR,M,30,ST,IND,Pen Nib with Seven Rays,3778,2,3780,0.2425021604,0.3385992382,1558749,,
Karnataka,Haveri,HANUMANTAPPA  D. KABBAR,M,30,SC,IND,Battery Torch,5997,0,5997,0.3847316021,0.5371903788,1558749,,
Karnataka,Haveri,None of the Above,,,,NOTA,NOTA,3802,4,3806,0.2441701647,0.3409282277,1558749,,
Karnataka,Dharwad,IRAPPA BHARAMAPPA MADAR,M,39,SC,BSP,Elephant,6855,3,6858,0.4345663366,0.6584942202,1578125,,
Karnataka,Dharwad,PRALHAD JOSHI,M,51,GEN,BJP,Lotus,544857,538,545395,34.5596831683,52.3679578902,1578125,,
Karnataka,Dharwad,BANKAPUR. HANUMANTHAPPA MALLAPPA,M,52,SC,JD(S),A lady farmer carrying paddy on her head,8834,2,8836,0.5599049505,0.8484186249,1578125,,
Karnataka,Dharwad,VINAY KULKARNI,M,47,GEN,INC,Hand,431509,229,431738,27.3576554455,41.4547940549,1578125,,
Karnataka,Dharwad,GURUSHANTAPPA H. CHALAVADI.,M,51,SC,RPI(A),Sewing Machine,4126,2,4128,0.2615762376,0.396363975,1578125,,
Karnataka,Dharwad,GANGADHAR S. BADIGER,M,32,GEN,SUCI,Glass Tumbler,1785,0,1785,0.1131089109,0.1713928526,1578125,,
Karnataka,Dharwad,HEMANT KUMAR,M,47,GEN,AAAP,Broom,4344,5,4349,0.275580198,0.4175840425,1578125,,
Karnataka,Dharwad,IMAMSAB MEHBOOBSAB TORGAL.,M,50,GEN,IND,Gas Cylinder,993,2,995,0.063049505,0.0955383128,1578125,,
Karnataka,Dharwad,IRSHAD BEGAM ADHONI.,F,48,GEN,IND,Candles,1053,0,1053,0.0667247525,0.1011073803,1578125,,
Karnataka,Dharwad,DOKKA ANANDARAJ,M,63,SC,IND,Pot,984,1,985,0.0624158416,0.0945781287,1578125,,
Karnataka,Dharwad,PRAMOD HANUMANTHARAO MUTHALIK,M,59,GEN,IND,Ceiling Fan,5459,6,5465,0.3462970297,0.5247405823,1578125,,
Karnataka,Dharwad,MARUTI RAMAPPA HANASI,M,46,SC,IND,Diesel Pump,1587,0,1587,0.1005623762,0.1523812084,1578125,,
Karnataka,Dharwad,VIKAS B. SOPPIN,M,38,GEN,IND,Whistle,2170,4,2174,0.1377584158,0.2087440121,1578125,,
Karnataka,Dharwad,SHAKEEL ABDULSATTAR DODWAD,M,31,GEN,IND,Walking Stick,1367,1,1368,0.0866851485,0.1313531778,1578125,,
Karnataka,Dharwad,SHREEKANT KABADI,M,52,GEN,IND,CUTTING PLIERS,3018,0,3018,0.191239604,0.2897835457,1578125,,
Karnataka,Dharwad,SHAILENDRA PATIL,M,37,GEN,IND,Shuttle,6196,0,6196,0.3926178218,0.5949300362,1578125,,
Karnataka,Dharwad,SANJAY KOTHARI,M,36,GEN,IND,BUCKET,2359,0,2359,0.1494811881,0.2265074169,1578125,,
Karnataka,Dharwad,None of the Above,,,,NOTA,NOTA,12934,3,12937,0.819770297,1.242190103,1578125,,
Karnataka,Uttara Kannada,ANANTKUMAR HEGDE,M,46,GEN,BJP,Lotus,546476,463,546939,37.7043552353,54.6139997184,1450599,,
Karnataka,Uttara Kannada,NAIK SANTHOSH,M,50,GEN,BSP,Elephant,7403,1,7404,0.5104098376,0.7393183772,1450599,,
Karnataka,Uttara Kannada,PRASHANT R DESHPANDE,M,37,GEN,INC,Hand,406116,123,406239,28.0049138321,40.5645540574,1450599,,
Karnataka,Uttara Kannada,ELIYAS KATI,M,37,GEN,SJPA,Gas Cylinder,6281,0,6281,0.4329935427,0.6271824321,1450599,,
Karnataka,Uttara Kannada,OLWIN MARIAN LOPIS,M,30,GEN,BMUP,Cot,1840,0,1840,0.126844152,0.1837312013,1450599,,
Karnataka,Uttara Kannada,BASAVARAJ DUNDAPPA HADAPAD,M,34,GEN,RCMP,Cup & Saucer,2029,3,2032,0.1400800635,0.2029031527,1450599,,
Karnataka,Uttara Kannada,RAGHAVENDRA K. THANE,M,36,GEN,AAAP,Broom,6211,4,6215,0.4284436981,0.6205920738,1450599,,
Karnataka,Uttara Kannada,ASHOK SAHADEVAPPA CHALAVADI,M,44,SC,IND,Diesel Pump,4246,0,4246,0.2927066681,0.4239797177,1450599,,
Karnataka,Uttara Kannada,SADANAND DESHBHANDARI ANNAPPA,M,64,GEN,IND,Battery Torch,3565,0,3565,0.2457605444,0.3559792024,1450599,,
Karnataka,Uttara Kannada,None of the Above,,,,NOTA,NOTA,16270,7,16277,1.1220881856,1.6253221537,1450599,,
Karnataka,Davanagere,A.K.PARASHURAMA KOTEMALLUR,M,31,SC,BSP,Elephant,5581,0,5581,0.3665171089,0.5004793159,1522712,,
Karnataka,Davanagere,S.S. MALLIKARJUN,M,46,GEN,INC,Hand,501194,93,501287,32.9206704879,44.95319384,1522712,,
Karnataka,Davanagere,MAHIMA J PATEL,M,55,GEN,JD(S),A lady farmer carrying paddy on her head,46901,10,46911,3.0807532876,4.2067703256,1522712,,
Karnataka,Davanagere,COM. H.K. RAMACHANDRAPPA,M,73,ST,CPI,Ears of Corn And Sickle,8064,0,8064,0.529581431,0.7231437383,1522712,,
Karnataka,Davanagere,G M SIDDESHWARA,M,61,GEN,BJP,Lotus,518624,270,518894,34.0769626824,46.5321114739,1522712,,
Karnataka,Davanagere,H.K. KENCHVEERAPPA,M,70,GEN,VJCP,Chappals,3972,0,3972,0.2608503775,0.3561913354,1522712,,
Karnataka,Davanagere,G.C.PATEL,M,40,GEN,SJPA,Gas Cylinder,1145,0,1145,0.075194784,0.1026785194,1522712,,
Karnataka,Davanagere,PARASURAM KURUBAR,M,31,GEN,CPI(ML)(L),Flag with Three Stars,1332,0,1332,0.0874755042,0.1194478496,1522712,,
Karnataka,Davanagere,K.J. BASAVARAJ,M,49,GEN,AAAP,Broom,2582,0,2582,0.1695658798,0.2315423031,1522712,,
Karnataka,Davanagere,ALUR M.G. SWAMY,M,67,GEN,IND,Coconut,1122,0,1122,0.0736843211,0.1006159814,1522712,,
Karnataka,Davanagere,A.T. DADAKHALANDAR,M,32,GEN,IND,Camera,1331,0,1331,0.0874098319,0.1193581741,1522712,,
Karnataka,Davanagere,SRI NAGARAJAPPA,M,57,SC,IND,Ceiling Fan,1226,0,1226,0.0805142404,0.10994224,1522712,,
Karnataka,Davanagere,DR. SRIDHARA UDUPA,M,61,GEN,IND,Stethoscope,946,0,946,0.0621259962,0.0848330824,1522712,,
Karnataka,Davanagere,SIDDESH,M,34,GEN,IND,Bottle,1216,0,1216,0.0798575174,0.1090454843,1522712,,
